row_id,split,used_for_fit
690,train,True
691,train,False
692,train,True
693,train,True
694,train,True
695,train,False
696,train,False
697,validation,False
698,train,True
699,train,True
700,train,True
701,train,True
702,validation,False
703,train,True
704,test,False
705,train,False
706,test,False
707,test,False
708,train,True
709,test,False
710,train,False
711,train,False
712,train,True
713,test,False
714,test,False
715,test,False
716,train,True
717,train,True
718,train,False
719,validation,False
720,train,True
721,train,True
722,train,True
723,validation,False
724,train,True
725,train,True
726,test,False
727,train,True
728,train,False
729,train,True
730,train,True
731,validation,False
732,train,True
733,train,True
734,validation,False
735,validation,False
736,test,False
737,train,True
738,train,True
739,validation,False
740,train,True
741,validation,False
742,test,False
743,train,True
744,train,False
745,validation,False
746,train,False
747,validation,False
748,test,False
749,train,True
750,train,False
751,validation,False
752,train,True
753,test,False
754,validation,False
755,train,True
756,train,True
757,train,True
758,train,False
759,train,True
760,validation,False
761,train,False
762,train,False
763,test,False
764,train,True
765,train,False
766,train,True
767,test,False
768,train,True
769,test,False
770,test,False
771,train,True
772,train,True
773,validation,False
774,validation,False
775,train,True
776,test,False
777,test,False
778,train,False
779,train,True
780,train,True
781,train,False
782,test,False
783,test,False
784,test,False
785,validation,False
786,train,True
787,train,True
788,test,False
789,test,False
790,train,True
791,train,True
792,test,False
793,train,False
794,train,True
795,test,False
796,train,True
797,train,True
798,train,True
799,test,False
800,train,True
801,test,False
802,train,False
803,validation,False
804,train,False
805,test,False
806,train,False
807,validation,False
808,train,False
809,test,False
810,validation,False
811,validation,False
812,validation,False
813,train,True
814,train,False
815,train,True
816,train,False
817,validation,False
818,train,False
819,train,True
820,train,True
821,train,True
822,validation,False
823,train,True
824,validation,False
825,validation,False
826,train,False
827,train,True
828,train,True
829,validation,False
830,train,False
831,test,False
832,train,False
833,train,False
834,train,False
835,train,True
836,train,True
837,train,True
838,train,True
839,train,False
840,train,False
841,train,True
842,train,True
843,train,True
844,validation,False
845,train,True
846,train,True
847,train,True
848,test,False
849,train,True
850,train,True
851,validation,False
852,train,True
853,train,True
854,train,False
855,validation,False
856,train,True
857,train,True
858,train,True
859,test,False
860,train,True
861,validation,False
862,train,False
863,train,True
864,train,True
865,train,False
866,train,True
867,train,True
868,test,False
869,train,True
870,train,True
871,test,False
872,train,False
873,train,True
874,validation,False
875,train,True
876,test,False
877,train,True
878,train,True
879,validation,False
880,validation,False
881,train,False
882,test,False
883,train,True
884,train,True
885,train,False
886,train,True
887,validation,False
888,train,True
889,test,False
890,validation,False
891,validation,False
892,train,True
893,train,True
894,train,True
895,train,False
896,validation,False
897,train,True
898,validation,False
899,train,True
900,train,False
901,train,False
902,train,False
903,test,False
904,train,False
905,test,False
906,train,True
907,train,True
908,test,False
909,train,True
910,validation,False
911,train,False
912,train,True
913,train,False
914,train,True
915,test,False
916,test,False
917,validation,False
918,validation,False
919,train,False
920,train,True
921,validation,False
922,train,True
923,validation,False
924,validation,False
925,train,True
926,train,False
927,train,True
928,train,True
929,train,True
930,train,False
931,train,False
932,train,False
933,validation,False
934,train,False
935,test,False
936,train,True
937,validation,False
938,validation,False
939,validation,False
940,train,False
941,train,False
942,train,True
943,train,False
944,train,True
945,validation,False
946,train,False
947,train,False
948,validation,False
949,train,False
950,train,True
951,train,True
952,validation,False
953,train,False
954,train,False
955,validation,False
956,validation,False
957,train,False
958,test,False
959,train,False
960,train,True
961,validation,False
962,validation,False
963,train,True
964,validation,False
965,test,False
966,test,False
967,train,True
968,train,False
969,train,False
970,test,False
971,train,False
972,train,True
973,test,False
974,train,True
975,train,False
976,train,True
977,validation,False
978,train,True
979,test,False
980,train,False
981,train,False
982,test,False
983,test,False
984,train,False
985,test,False
986,test,False
987,test,False
988,train,False
989,train,True
990,validation,False
991,train,True
992,train,True
993,train,True
994,train,True
995,train,True
996,train,True
997,test,False
998,validation,False
999,validation,False
1000,test,False
1001,train,True
1002,validation,False
1003,train,False
1004,validation,False
1005,test,False
1006,train,False
1007,train,False
1008,test,False
1009,train,True
1010,validation,False
1011,train,True
1012,train,True
1013,train,False
1014,test,False
1015,test,False
1016,test,False
1017,train,True
1018,train,True
1019,train,True
1020,train,True
1021,test,False
1022,test,False
1023,train,False
1024,train,False
1025,train,False
1026,train,True
1027,train,True
1028,test,False
1029,train,True
1030,test,False
1031,train,True
1032,train,False
1033,test,False
1034,train,True
1035,validation,False
1036,train,True
1037,test,False
1038,train,False
1039,validation,False
1040,test,False
1041,train,False
1042,validation,False
1043,train,True
1044,train,True
1045,validation,False
1046,train,True
1047,validation,False
1048,validation,False
1049,train,True
1050,train,False
1051,train,True
1052,train,False
1053,test,False
1054,test,False
1055,test,False
1056,train,True
1057,validation,False
1058,validation,False
1059,train,True
1060,train,False
1061,validation,False
1062,train,False
1063,test,False
1064,train,True
1065,train,True
1066,validation,False
1067,train,True
1068,train,True
1069,test,False
1070,validation,False
1071,test,False
1072,train,False
1073,train,True
1074,train,False
1075,train,True
1076,train,False
1077,test,False
1078,validation,False
1079,train,True
1080,train,False
1081,validation,False
1082,train,True
1083,train,True
1084,train,False
1085,train,True
1086,validation,False
1087,validation,False
1088,train,True
1089,train,False
1090,train,True
1091,test,False
1092,test,False
1093,validation,False
1094,validation,False
1095,train,False
1096,validation,False
1097,test,False
1098,test,False
1099,validation,False
1100,train,False
1101,train,True
1102,train,False
1103,train,True
1104,train,False
1105,validation,False
1106,train,True
1107,test,False
1108,train,True
1109,train,False
1110,validation,False
1111,test,False
1112,validation,False
1113,train,True
1114,train,False
1115,test,False
1116,validation,False
1117,validation,False
1118,train,False
1119,validation,False
1120,train,True
1121,train,True
1122,train,False
1123,train,True
1124,train,True
1125,test,False
1126,train,True
1127,train,True
1128,train,True
1129,validation,False
1130,test,False
1131,test,False
1132,train,True
1133,train,True
1134,train,True
1135,train,True
1136,validation,False
1137,train,True
1138,train,True
1139,test,False
1140,test,False
1141,train,False
1142,train,True
1143,train,True
1144,train,True
1145,test,False
1146,validation,False
1147,train,True
1148,train,False
1149,train,True
1150,test,False
1151,train,True
1152,train,True
1153,train,True
1154,train,False
1155,train,True
1156,train,True
1157,train,False
1158,train,False
1159,train,True
1160,test,False
1161,train,True
1162,test,False
1163,test,False
1164,train,True
1165,train,False
1166,train,True
1167,validation,False
1168,test,False
1169,train,False
1170,train,False
1171,test,False
1172,train,True
1173,validation,False
1174,train,True
1175,train,False
1176,train,True
1177,train,False
1178,test,False
1179,train,True
1180,validation,False
1181,validation,False
1182,validation,False
1183,validation,False
1184,train,True
1185,train,True
1186,test,False
1187,train,True
1188,train,True
1189,train,False
1190,train,False
1191,validation,False
1192,train,True
1193,train,False
1194,validation,False
1195,test,False
1196,test,False
1197,test,False
1198,train,True
1199,train,False
1200,test,False
1201,train,True
1202,train,True
1203,validation,False
1204,train,True
1205,train,False
1206,train,True
1207,train,True
1208,train,False
1209,test,False
1210,validation,False
1211,validation,False
1212,test,False
1213,validation,False
1214,train,True
1215,train,False
1216,train,True
1217,test,False
1218,train,True
1219,train,False
1220,train,True
1221,validation,False
1222,train,True
1223,train,False
1224,train,False
1225,train,True
1226,test,False
1227,train,True
1228,validation,False
1229,test,False
1230,train,False
1231,train,False
1232,validation,False
1233,test,False
1234,train,False
1235,train,True
1236,train,True
1237,test,False
1238,test,False
1239,test,False
1240,test,False
1241,test,False
1242,train,False
1243,train,True
1244,train,True
1245,train,False
1246,train,True
1247,train,False
1248,validation,False
1249,test,False
1250,validation,False
1251,train,True
1252,train,True
1253,train,True
1254,train,True
1255,train,True
1256,train,False
1257,test,False
1258,test,False
1259,train,True
1260,train,True
1261,test,False
1262,validation,False
1263,validation,False
1264,train,False
1265,validation,False
1266,train,True
1267,train,False
1268,test,False
1269,train,False
1270,test,False
1271,validation,False
1272,train,False
1273,train,True
1274,train,True
1275,train,False
1276,train,False
1277,train,False
1278,test,False
1279,test,False
1280,validation,False
1281,train,False
1282,train,False
1283,train,True
1284,test,False
1285,test,False
1286,train,False
1287,test,False
1288,test,False
1289,train,True
1290,train,True
1291,train,True
1292,validation,False
1293,train,True
1294,validation,False
1295,validation,False
1296,train,False
1297,train,False
1298,train,True
1299,test,False
1300,train,True
1301,train,True
1302,train,False
1303,test,False
1304,test,False
1305,test,False
1306,train,False
1307,train,True
1308,train,True
1309,train,True
1310,train,True
1311,train,False
1312,train,True
1313,validation,False
1314,test,False
1315,train,False
1316,validation,False
1317,train,False
1318,test,False
1319,train,False
1320,validation,False
1321,train,True
1322,test,False
1323,test,False
1324,train,False
1325,test,False
1326,validation,False
1327,train,True
1328,train,True
1329,train,True
1330,test,False
1331,train,True
1332,test,False
1333,train,True
1334,train,True
1335,validation,False
1336,validation,False
1337,test,False
1338,validation,False
1339,test,False
1340,train,False
1341,test,False
1342,train,False
1343,train,True
1344,train,False
1345,train,True
1346,train,False
1347,test,False
1348,train,True
1349,train,True
1350,test,False
1351,validation,False
1352,train,False
1353,train,True
1354,train,True
1355,test,False
1356,train,True
1357,train,True
1358,train,False
1359,train,True
1360,train,True
1361,validation,False
1362,test,False
1363,train,False
1364,train,True
1365,validation,False
1366,train,False
1367,train,True
1368,train,True
1369,test,False
1370,test,False
1371,train,True
1372,train,False
1373,test,False
1374,validation,False
1375,train,True
1376,test,False
1377,validation,False
1378,train,True
1379,train,True
1380,test,False
1381,train,False
1382,validation,False
1383,train,False
1384,validation,False
1385,validation,False
1386,train,False
1387,train,True
1388,validation,False
1389,test,False
1390,test,False
1391,train,False
1392,test,False
1393,train,False
1394,train,False
1395,train,True
1396,test,False
1397,test,False
1398,train,False
1399,validation,False
1400,train,True
1401,train,True
1402,train,True
1403,validation,False
1404,test,False
1405,validation,False
1406,validation,False
1407,train,True
1408,validation,False
1409,train,True
1410,train,True
1411,train,True
1412,validation,False
1413,validation,False
1414,train,True
1415,train,True
1416,validation,False
1417,train,True
1418,train,True
1419,train,False
1420,test,False
1421,validation,False
1422,train,False
1423,train,True
1424,test,False
1425,train,True
1426,train,False
1427,train,True
1428,test,False
1429,test,False
1430,train,True
1431,test,False
1432,train,True
1433,test,False
1434,train,True
1435,train,True
1436,train,False
1437,test,False
1438,validation,False
1439,train,True
1440,train,True
1441,train,False
1442,test,False
1443,test,False
1444,train,True
1445,train,True
1446,test,False
1447,train,False
1448,validation,False
1449,train,True
1450,test,False
1451,test,False
1452,train,True
1453,train,False
1454,validation,False
1455,train,True
1456,validation,False
1457,train,False
1458,train,False
1459,train,False
1460,train,True
1461,train,False
1462,validation,False
1463,test,False
1464,validation,False
1465,train,False
1466,test,False
1467,train,True
1468,test,False
1469,train,False
1470,validation,False
1471,test,False
1472,validation,False
1473,train,True
1474,train,False
1475,train,False
1476,train,True
1477,train,False
1478,validation,False
1479,train,False
1480,train,True
1481,train,False
1482,train,True
1483,validation,False
1484,test,False
1485,test,False
1486,train,False
1487,train,False
1488,train,False
1489,train,True
1490,train,True
1491,train,True
1492,validation,False
1493,train,True
1494,train,True
1495,validation,False
1496,validation,False
1497,train,False
1498,validation,False
1499,train,True
1500,train,False
1501,test,False
1502,train,True
1503,train,True
1504,train,False
1505,train,False
1506,train,False
1507,train,False
1508,test,False
1509,train,False
1510,test,False
1511,test,False
1512,validation,False
1513,validation,False
1514,train,True
1515,test,False
1516,train,False
1517,test,False
1518,validation,False
1519,train,False
1520,train,False
1521,train,False
1522,train,True
1523,test,False
1524,validation,False
1525,test,False
1526,train,True
1527,train,True
1528,validation,False
1529,train,True
1530,test,False
1531,train,True
1532,validation,False
1533,test,False
1534,train,False
1535,train,True
1536,train,False
1537,train,True
1538,train,False
1539,test,False
1540,train,False
1541,validation,False
1542,test,False
1543,train,True
1544,train,False
1545,train,False
1546,train,True
1547,validation,False
1548,train,True
1549,train,True
1550,test,False
1551,validation,False
1552,validation,False
1553,train,True
1554,train,True
1555,train,False
1556,train,True
1557,test,False
1558,test,False
1559,train,False
1560,test,False
1561,train,True
1562,train,True
1563,train,False
1564,validation,False
1565,train,True
1566,train,False
1567,train,True
1568,validation,False
1569,validation,False
1570,train,True
1571,test,False
1572,validation,False
1573,train,True
1574,validation,False
1575,test,False
1576,train,True
1577,validation,False
1578,train,False
1579,train,False
1580,train,True
1581,test,False
1582,validation,False
1583,test,False
1584,train,True
1585,validation,False
1586,train,False
1587,train,True
1588,train,True
1589,train,True
1590,test,False
1591,train,True
1592,train,True
1593,test,False
1594,train,True
1595,train,False
1596,train,True
1597,train,True
1598,train,True
1599,train,True
1600,validation,False
1601,test,False
1602,validation,False
1603,train,False
1604,test,False
1605,validation,False
1606,test,False
1607,test,False
1608,train,True
1609,train,True
1610,validation,False
1611,train,True
1612,train,True
1613,train,True
1614,train,False
1615,test,False
1616,validation,False
1617,train,True
1618,train,True
1619,train,True
1620,train,True
1621,train,True
1622,validation,False
1623,train,False
1624,test,False
1625,test,False
1626,train,True
1627,train,True
1628,test,False
1629,train,True
1630,train,True
1631,train,True
1632,train,True
1633,train,False
1634,validation,False
1635,test,False
1636,validation,False
1637,train,False
1638,test,False
1639,train,True
1640,validation,False
1641,train,False
1642,validation,False
1643,train,False
1644,train,True
1645,train,True
1646,train,False
1647,train,False
1648,train,False
1649,train,True
1650,train,True
1651,train,True
1652,train,True
1653,train,True
1654,train,False
1655,train,False
1656,train,True
1657,test,False
1658,test,False
1659,test,False
1660,train,False
1661,validation,False
1662,validation,False
1663,validation,False
1664,train,True
1665,test,False
1666,train,True
1667,train,True
1668,test,False
1669,train,True
1670,train,True
1671,train,True
1672,train,True
1673,validation,False
1674,test,False
1675,train,True
1676,test,False
1677,train,False
1678,train,False
1679,test,False
1680,train,False
1681,train,False
1682,train,True
1683,validation,False
1684,train,True
1685,train,True
1686,train,True
1687,train,True
1688,train,True
1689,validation,False
1690,train,True
1691,validation,False
1692,train,True
1693,train,True
1694,validation,False
1695,test,False
1696,test,False
1697,train,True
1698,train,False
1699,test,False
1700,validation,False
1701,test,False
1702,train,True
1703,test,False
1704,train,False
1705,test,False
1706,train,False
1707,train,True
1708,train,False
1709,train,True
1710,train,False
1711,train,True
1712,train,False
1713,train,True
1714,test,False
1715,train,False
1716,test,False
1717,test,False
1718,validation,False
1719,validation,False
1720,train,True
1721,validation,False
1722,test,False
1723,train,True
1724,train,False
1725,train,True
1726,train,False
1727,train,False
1728,train,False
1729,validation,False
1730,train,False
1731,train,True
1732,test,False
1733,test,False
1734,test,False
1735,validation,False
1736,train,True
1737,test,False
1738,validation,False
1739,validation,False
1740,validation,False
1741,train,True
1742,test,False
1743,train,True
1744,validation,False
1745,train,True
1746,test,False
1747,train,True
1748,train,False
1749,test,False
1750,train,True
1751,validation,False
1752,train,True
1753,validation,False
1754,test,False
1755,train,False
1756,train,True
1757,train,False
1758,train,False
1759,train,True
1760,train,True
1761,train,False
1762,test,False
1763,train,True
1764,train,False
1765,train,True
1766,test,False
1767,validation,False
1768,train,True
1769,train,False
1770,validation,False
1771,test,False
1772,train,True
1773,test,False
1774,train,False
1775,test,False
1776,validation,False
1777,validation,False
1778,test,False
1779,train,True
1780,validation,False
1781,train,True
1782,train,True
1783,train,False
1784,train,True
1785,test,False
1786,validation,False
1787,validation,False
1788,test,False
1789,train,False
1790,test,False
1791,test,False
1792,validation,False
1793,validation,False
1794,test,False
1795,train,False
1796,validation,False
1797,train,True
1798,test,False
1799,train,True
1800,test,False
1801,train,True
1802,validation,False
1803,train,True
1804,validation,False
1805,train,True
1806,validation,False
1807,train,True
1808,train,True
1809,test,False
1810,train,True
1811,train,True
1812,train,True
1813,train,True
1814,train,True
1815,train,True
1816,train,False
1817,train,False
1818,train,False
1819,train,False
1820,test,False
1821,train,True
1822,train,True
1823,train,True
1824,train,True
1825,train,False
1826,train,False
1827,validation,False
1828,test,False
1829,test,False
1830,validation,False
1831,train,True
1832,test,False
1833,train,True
1834,train,False
1835,test,False
1836,validation,False
1837,validation,False
1838,validation,False
1839,train,True
1840,validation,False
1841,test,False
1842,validation,False
1843,validation,False
1844,validation,False
1845,validation,False
1846,test,False
1847,validation,False
1848,train,True
1849,test,False
1850,train,False
1851,train,False
1852,train,True
1853,train,True
1854,train,True
1855,train,True
1856,train,True
1857,train,False
1858,train,False
1859,train,True
1860,train,True
1861,train,True
1862,test,False
1863,validation,False
1864,validation,False
1865,validation,False
1866,train,True
1867,train,True
1868,train,False
1869,train,True
1870,test,False
1871,train,True
1872,train,True
1873,test,False
1874,test,False
1875,validation,False
1876,validation,False
1877,train,True
1878,test,False
1879,train,True
1880,test,False
1881,train,False
1882,test,False
1883,train,False
1884,test,False
1885,train,False
1886,train,True
1887,train,True
1888,train,True
1889,train,True
1890,train,True
1891,train,True
1892,train,True
1893,train,True
1894,validation,False
1895,train,True
1896,train,True
1897,test,False
1898,train,True
1899,validation,False
1900,train,True
1901,test,False
1902,train,False
1903,train,False
1904,train,False
1905,train,True
1906,train,True
1907,train,False
1908,train,True
1909,train,True
1910,train,False
1911,test,False
1912,train,True
1913,validation,False
1914,train,False
1915,train,False
1916,train,True
1917,train,True
1918,validation,False
1919,test,False
1920,train,True
1921,validation,False
1922,train,False
1923,validation,False
1924,train,False
1925,train,True
1926,train,False
1927,train,True
1928,train,True
1929,train,True
1930,train,True
1931,train,True
1932,train,False
1933,train,True
1934,train,False
1935,train,False
1936,train,True
1937,validation,False
1938,train,True
1939,validation,False
1940,validation,False
1941,train,True
1942,validation,False
1943,train,False
1944,train,False
1945,test,False
1946,test,False
1947,train,True
1948,train,True
1949,train,True
1950,train,True
1951,train,False
1952,test,False
1953,test,False
1954,validation,False
1955,train,True
1956,validation,False
1957,train,True
1958,train,False
1959,validation,False
1960,train,True
1961,train,True
1962,validation,False
1963,test,False
1964,test,False
1965,test,False
1966,validation,False
1967,train,True
1968,test,False
1969,test,False
1970,test,False
1971,validation,False
1972,train,True
1973,train,True
1974,train,False
1975,train,True
1976,validation,False
1977,test,False
1978,test,False
1979,train,True
1980,test,False
1981,train,True
1982,train,False
1983,test,False
1984,validation,False
1985,test,False
1986,train,False
1987,train,False
1988,validation,False
1989,train,True
1990,train,True
1991,train,False
1992,test,False
1993,train,False
1994,validation,False
1995,validation,False
1996,train,True
1997,validation,False
1998,train,False
1999,validation,False
2000,train,True
2001,train,False
2002,validation,False
2003,train,False
2004,validation,False
2005,train,False
2006,validation,False
2007,test,False
2008,validation,False
2009,test,False
2010,train,True
2011,train,False
2012,train,False
2013,train,True
2014,test,False
2015,test,False
2016,train,False
2017,train,True
2018,train,False
2019,train,True
2020,train,True
2021,train,True
2022,validation,False
2023,train,False
2024,train,True
2025,validation,False
2026,validation,False
2027,train,True
2028,train,True
2029,validation,False
2030,train,True
2031,train,False
2032,train,True
2033,train,True
2034,train,True
2035,train,True
2036,train,True
2037,train,True
2038,train,True
2039,train,True
2040,train,True
2041,train,False
2042,validation,False
2043,train,False
2044,test,False
2045,train,True
2046,validation,False
2047,train,False
2048,train,False
2049,train,True
2050,validation,False
2051,train,True
2052,train,False
2053,train,True
2054,test,False
2055,train,True
2056,train,True
2057,train,False
2058,train,True
2059,test,False
2060,validation,False
2061,validation,False
2062,test,False
2063,test,False
2064,train,True
2065,train,True
2066,train,True
2067,validation,False
2068,train,True
2069,train,False
2070,validation,False
2071,train,True
2072,test,False
2073,train,True
2074,train,True
2075,validation,False
2076,test,False
